CRSN id 'dwp_OAF-Q-35959' di 'cd_dwp_OAF-Q-35959' rl -1.35 rs 0.15       crsn
CRSN id 'dwp_OAF-Q-35970' di 'cd_dwp_OAF-Q-35970' rl -1.35 rs 0.15       crsn
CRSN id 'dwp_OAF-Q-35647' di 'cd_dwp_OAF-Q-35647' rl -1.4 rs 0.15       crsn
CRSN id 'dwp_OAF-Q-35669' di 'cd_dwp_OAF-Q-35669' rl -1.4 rs 0.15       crsn
CRSN id 'dwp_OAF-Q-35640' di '3' rl -2.2 rs 0.15 crsn
CRSN id 'dwp_OAF-Q-35655' di '3' rl -2.2 rs 0.15  crsn
CRSN id '102' di '3' rl -2.2 rs 0.15  crsn
CRSN id 'dwp_OAF-Q-35606' di '3' rl -2.2 rs 0  crsn
CRSN id 'dwp_OAF-Q-36623a' di 'cd_dwp_OAF-Q-36623a' rl -1.45 rs 0.15 crsn
CRSN id 'dwp_OAF-Q-50484' di '9' rl -1.8 rs 0.1  crsn
CRSN id 'dwp_OAF-Q-35658' di 'cd_dwp_OAF-Q-35658' rl -1.35 rs 0.15       crsn
CRSN id 'dwp_OAF-Q-35993' di 'cd_dwp_OAF-Q-35993' rl -1.25 rs 0.15       crsn
CRSN id '107' di '9' rl  -1.8 rs  0.15  crsn
CRSN id 'dwp_OAF-Q-35973' di '8' rl  -1.8 rs  0.15  crsn
CRSN id 'dwp_OAF-QJ-16566' di 'cd_dwp_OAF-QJ-16566' rl -1.35 rs 0.15       crsn
CRSN id '49' di 'cd_dwp_OAF-QJ-16566' rl  -1.35 rs  0.15       crsn
CRSN id 'dwp_OAF-QJ-16543' di '9' rl  -1.8 rs  0.1  crsn
CRSN id 'dwp_OAF-Q-50559' di 'cd_dwp_OAF-Q-50559' rl -1.5 rs 0       crsn
CRSN id 'dwp_OAF-Q-50552' di 'cd_dwp_OAF-Q-50552' rl -1.45 rs 0.15       crsn
CRSN id 'dwp_OAF-Q-36623' di 'cd_dwp_OAF-Q-36623' rl -1.45 rs 0.15       crsn
CRSN id 'dwp_OAF-Q-35606a' di '2' rl  -2.4 rs  0  crsn
CRSN id 'dwp_OAF-QJ-16543a' di 'cd_dwp_OAF-QJ-16543a' rl -1.55 rs 0.1       crsn
CRSN id 'dwp_OAF-QJ-19482' di '8' rl -1.7 rs 0  crsn
CRSN id 'dwp_OAF-Q-50483' di '8' rl -1.7 rs 0  crsn
CRSN id 'dwp_OAF-Q-51755' di '8' rl -1.7 rs 0  crsn
CRSN id 'dwp_OAF-Q-51756' di '8' rl -1.7 rs 0  crsn
CRSN id 'dwp_OAF-Q-50611' di '8' rl -1.7 rs 0  crsn
CRSN id 'dwp_OAF-Q-51846' di 'cd_dwp_OAF-Q-51846' rl -1.1 rs 0       crsn
CRSN id 'dwp_OAF-Q-50641' di 'cd_dwp_OAF-Q-50641' rl -1.1 rs 0       crsn
CRSN id 'dwp_OAF-Q-50616' di 'cd_dwp_OAF-Q-50616' rl -1.1 rs 0       crsn
CRSN id 'dwp_OAF-QJ-19463' di 'cd_dwp_OAF-QJ-19463' rl -1 rs 0.35       crsn
CRSN id 'dwp_OAF-Q-50313' di 'cd_dwp_OAF-Q-50313' rl -1 rs 0.35       crsn
CRSN id 'dwp_OAF-Q-50702' di 'cd_dwp_OAF-Q-50702' rl -1 rs 0.35       crsn
CRSN id 'dwp_OAF-Q-50315' di 'cd_dwp_OAF-Q-50315' rl -1 rs 0.35       crsn
CRSN id 'dwp_OAF-Q-50317' di 'cd_dwp_OAF-Q-50317' rl -1 rs 0.35       crsn
CRSN id 'dwp_OAF-Q-50319' di 'cd_dwp_OAF-Q-50319' rl -1 rs 0.35       crsn
CRSN id 'dwp_OAF-Q-50333' di 'cd_dwp_OAF-Q-50333' rl -1 rs 0.35       crsn
CRSN id 'dwp_OAF-Q-50323' di 'cd_dwp_OAF-Q-50323' rl -1 rs 0.35       crsn
CRSN id 'dwp_OAF-Q-50339' di 'cd_dwp_OAF-Q-50339' rl -1 rs 0.35       crsn
CRSN id 'dwp_OAF-Q-50320' di 'cd_dwp_OAF-Q-50320' rl -1 rs 0.35       crsn
CRSN id 'dwp_OAF-Q-36623b' di 'cd_dwp_OAF-Q-36623b' rl -1.35 rs 0.35       crsn
CRSN id 'dwp_OAF-Q-50367' di 'cd_dwp_OAF-Q-50367' rl -1 rs 0.15       crsn
CRSN id 'dwp_OAF-Q-50507' di 'cd_dwp_OAF-Q-50507' rl -1 rs 0.15       crsn
CRSN id 'dwp_OAF-QJ-19486' di 'cd_dwp_OAF-QJ-19486' rl -1 rs 0.15       crsn
CRSN id 'dwp_OAF-Q-50731' di 'cd_dwp_OAF-Q-50731' rl -1 rs 0.15       crsn
CRSN id 'dwp_OAF-Q-50732' di 'cd_dwp_OAF-Q-50732' rl -1 rs 0.15       crsn
CRSN id 'dwp_OAF-QJ-19542' di 'cd_dwp_OAF-QJ-19542' rl -1 rs 0.15       crsn
CRSN id 'dwp_AFW_2020 E' di 'cd_dwp_AFW_2020 E' rl -1 rs 0.35       crsn
CRSN id 'dwp_AFW_2020 D' di 'cd_dwp_AFW_2020 D' rl -1 rs 0.15       crsn
CRSN id 'dwp_AFW_2020 A' di 'cd_dwp_AFW_2020 A' rl -1.1 rs 0       crsn
CRSN id 'dwp_AFW_2020 B' di 'cd_dwp_AFW_2020 B' rl -1.05 rs 0.1       crsn
